國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,53,"13,425",-54.42%,"3,276,848","1,431,505","355,630,688",20200824,8
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,41,"2,497",-81.40%,"593,996","1,434,002","356,224,684",20200831,8
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,3,17,-96.65%,"3,730","1,434,527","356,348,484",20200914,9
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,32,"13,086",94.47%,"3,105,612","19,815","4,705,784",20200720,7
義大利,誰偷了班克西？,2020/07/17,車庫娛樂股份有限公司,ELLE DRIVER,3,106,103.85%,"23,225",158,"35,315",20200720,7
美國,海星,2020/07/17,暗光鳥有限公司,"YELLOW VEIL PICTURES, INC.",3,54,28.57%,"12,270",96,"22,175",20200720,7
日本,甜心大叔,2020/07/17,車庫娛樂股份有限公司,COLORBIRD INC.,3,43,-24.56%,"9,370",100,"21,210",20200720,7
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,32,"8,150",-37.72%,"1,972,804","27,965","6,678,588",20200727,7
義大利,誰偷了班克西？,2020/07/17,車庫娛樂股份有限公司,ELLE DRIVER,2,7,-93.40%,"1,780",165,"37,095",20200727,7
日本,甜心大叔,2020/07/17,車庫娛樂股份有限公司,COLORBIRD INC.,2,7,-83.72%,"1,415",107,"22,625",20200727,7
美國,海星,2020/07/17,暗光鳥有限公司,"YELLOW VEIL PICTURES, INC.",2,5,-90.74%,"1,070",101,"23,245",20200727,7
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,29,"4,028",-50.58%,"978,549","31,993","7,657,137",20200803,8
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,24,"2,145",-46.75%,"516,000","34,138","8,173,137",20200810,8
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,16,"1,558",-27.37%,"397,564","35,696","8,570,701",20200817,8
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,9,812,-47.88%,"194,564","36,508","8,765,265",20200824,8
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,6,393,-51.60%,"91,820","36,901","8,857,085",20200831,8
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,4,245,-12.50%,"20,825","37,426","8,920,211",20200914,9
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,136,-44.49%,"7,110","37,562","8,927,321",20200921,9
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,4,131,-3.68%,"15,670","37,693","8,942,991",20200928,9
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,77,-41.22%,"11,740","37,770","8,954,731",20201005,10
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,47,-38.96%,"7,070","37,817","8,961,801",20201012,10
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,18,-61.70%,"2,600","37,835","8,964,401",20201019,10
日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,1,290,0.00%,"70,905","38,125","9,035,306",20201228,12
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,93,"45,606",30.80%,"10,527,288","88,732","20,332,096",20200727,7
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,93,"33,752",-25.99%,"7,860,164","122,484","28,192,260",20200803,8
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,90,"19,407",-42.50%,"4,555,821","141,891","32,748,081",20200810,8
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,83,"11,403",-41.24%,"2,652,230","153,294","35,400,311",20200817,8
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,70,"4,557",-60.04%,"1,065,157","157,851","36,465,468",20200824,8
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,31,864,-81.04%,"206,711","158,715","36,672,179",20200831,8
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,8,-93.70%,"2,160","158,850","36,703,899",20200914,9
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,"1,218",0.00%,"99,445","160,068","36,803,344",20201005,10
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,"1,276",4.76%,"98,310","161,344","36,901,654",20201012,10
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,7,768,-39.81%,"59,040","162,112","36,960,694",20201019,10
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,426,-44.53%,"31,640","162,538","36,992,334",20201026,10
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,158,-62.91%,"10,215","162,696","37,002,549",20201102,11
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,120,-24.05%,"6,600","162,816","37,009,149",20201109,11
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,91,-24.17%,"5,005","162,907","37,014,154",20201116,11
南韓,翻供,2020/07/22,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,38,-58.24%,"2,090","162,945","37,016,244",20201123,11
比利時,屍人診所,2020/07/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,33,"6,782",1.30%,"1,596,055","13,477","3,179,823",20200727,7
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,64,"3,851",-16.41%,"826,038","8,458","1,818,023",20200727,7
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,60,"3,680",-23.92%,"806,537","8,517","1,870,981",20200727,7
美國,致命窺弒,2020/07/24,采昌國際多媒體股份有限公司,GEM ENTERTAINMENT KFT.,63,"3,089",-27.59%,"716,633","7,355","1,715,593",20200727,7
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,22,"1,394",8.65%,"321,085","2,677","625,519",20200727,7
美國,星之彩,2020/07/24,車庫娛樂股份有限公司,"XYZ FILMS, LLC",26,"1,037",-39.60%,"243,883","2,754","652,136",20200727,7
法國,咒冥曲,2020/07/24,天馬行空數位有限公司,ARRI Media GmbH.,17,715,-26.21%,"166,241","1,684","396,861",20200727,7
中華民國,野雀之詩,2020/07/24,一顆星工作室有限公司,一顆星工作室有限公司##立竿見影工作室,11,558,-9.12%,"124,425","1,172","254,700",20200727,7
法國,曼哈頓戀舞曲,2020/07/24,東昊影業有限公司,MK2 Films,13,469,27.10%,"104,315",838,"186,046",20200727,7
法國,盧貝松之聖女貞德：數位修復版,2020/07/24,可樂藝術文創股份有限公司,Gaumont S.A.,17,325,-9.22%,"74,887",683,"157,944",20200727,7
日本,拂曉,2020/07/24,車庫娛樂股份有限公司,GAGA CORPORATION,9,129,-38.57%,"26,140",339,"69,405",20200727,7
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",6,118,-28.92%,"24,165",284,"59,686",20200727,7
法國,盧米埃：光與影的故事,2020/07/24,車庫娛樂股份有限公司,WILD BUNCH,3,48,65.52%,"11,225",77,"18,065",20200727,7
美國,廢宅人生,2020/07/24,暗光鳥有限公司,"YELLOW VEIL PICTURES, INC.",4,23,0.00%,"5,465",46,"10,830",20200727,7
比利時,屍人診所,2020/07/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,27,"1,911",-71.82%,"445,413","15,388","3,625,236",20200803,8
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,50,"1,151",-68.72%,"245,205","9,668","2,116,186",20200803,8
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,52,862,-77.62%,"180,640","9,320","1,998,663",20200803,8
美國,致命窺弒,2020/07/24,采昌國際多媒體股份有限公司,GEM ENTERTAINMENT KFT.,45,307,-90.06%,"70,160","7,662","1,785,753",20200803,8
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,20,292,-79.05%,"66,282","2,969","691,801",20200803,8
美國,星之彩,2020/07/24,車庫娛樂股份有限公司,"XYZ FILMS, LLC",14,177,-82.93%,"42,045","2,931","694,181",20200803,8
法國,曼哈頓戀舞曲,2020/07/24,東昊影業有限公司,MK2 Films,7,132,-71.86%,"30,030",970,"216,076",20200803,8
中華民國,野雀之詩,2020/07/24,一顆星工作室有限公司,一顆星工作室有限公司##立竿見影工作室,3,127,-77.24%,"29,575","1,299","284,275",20200803,8
法國,咒冥曲,2020/07/24,天馬行空數位有限公司,ARRI Media GmbH.,11,53,-92.59%,"12,725","1,737","409,586",20200803,8
法國,盧貝松之聖女貞德：數位修復版,2020/07/24,可樂藝術文創股份有限公司,Gaumont S.A.,7,46,-85.85%,"10,065",729,"168,009",20200803,8
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",2,17,-85.59%,"2,890",301,"62,576",20200803,8
法國,盧米埃：光與影的故事,2020/07/24,車庫娛樂股份有限公司,WILD BUNCH,1,11,-77.08%,"2,505",88,"20,570",20200803,8
日本,拂曉,2020/07/24,車庫娛樂股份有限公司,GAGA CORPORATION,1,4,-96.90%,"1,050",343,"70,455",20200803,8
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,17,531,-53.87%,"111,710","10,199","2,227,896",20200810,8
比利時,屍人診所,2020/07/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,15,357,-81.32%,"81,963","15,745","3,707,199",20200810,8
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,139,-52.40%,"31,385","3,108","723,186",20200810,8
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,10,78,-90.95%,"16,820","9,398","2,015,483",20200810,8
中華民國,野雀之詩,2020/07/24,一顆星工作室有限公司,一顆星工作室有限公司##立竿見影工作室,1,62,-51.18%,"15,180","1,361","299,455",20200810,8
美國,星之彩,2020/07/24,車庫娛樂股份有限公司,"XYZ FILMS, LLC",2,33,-81.36%,"7,840","2,964","702,021",20200810,8
法國,曼哈頓戀舞曲,2020/07/24,東昊影業有限公司,MK2 Films,2,21,-84.09%,"4,910",991,"220,986",20200810,8
法國,盧貝松之聖女貞德：數位修復版,2020/07/24,可樂藝術文創股份有限公司,Gaumont S.A.,3,19,-58.70%,"4,150",748,"172,159",20200810,8
美國,致命窺弒,2020/07/24,采昌國際多媒體股份有限公司,GEM ENTERTAINMENT KFT.,4,15,-95.11%,"3,310","7,677","1,789,063",20200810,8
法國,盧米埃：光與影的故事,2020/07/24,車庫娛樂股份有限公司,WILD BUNCH,1,2,-81.82%,420,90,"20,990",20200810,8
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,8,133,-74.95%,"29,905","10,332","2,257,801",20200817,8
比利時,屍人診所,2020/07/24,車庫娛樂股份有限公司,RELAY MOTION KFT.,3,41,-88.52%,"9,100","15,786","3,716,299",20200817,8
中華民國,野雀之詩,2020/07/24,一顆星工作室有限公司,一顆星工作室有限公司##立竿見影工作室,1,10,-83.87%,"2,345","1,371","301,800",20200817,8
法國,盧貝松之聖女貞德：數位修復版,2020/07/24,可樂藝術文創股份有限公司,Gaumont S.A.,1,0,-100.00%,0,748,"172,159",20200817,8
中華民國,野雀之詩,2020/07/24,一顆星工作室有限公司,一顆星工作室有限公司##立竿見影工作室,1,133,0.00%,"24,605","1,504","326,405",20200831,8
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",1,28,0.00%,"4,480",329,"67,056",20200831,8
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,346,113.58%,"34,940","3,616","774,316",20200914,9
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,4,170,0.00%,"11,060","9,568","2,026,543",20200914,9
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",1,27,-44.90%,"4,160",405,"78,746",20200914,9
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,4,332,-4.05%,"30,000","3,948","804,316",20200921,9
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,3,191,12.35%,"11,550","9,759","2,038,093",20200921,9
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",2,31,14.81%,"4,710",436,"83,456",20200921,9
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,4,253,-23.80%,"19,200","4,201","823,516",20200928,9
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",1,52,67.74%,"8,000",488,"91,456",20200928,9
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,3,126,-34.03%,"6,965","9,885","2,045,058",20200928,9
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,130,-48.62%,"7,410","4,331","830,926",20201005,10
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",1,31,-40.38%,"4,660",519,"96,116",20201005,10
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,2,31,-75.40%,"1,645","9,916","2,046,703",20201005,10
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,2,137,0.00%,"7,120","10,469","2,264,921",20201012,10
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,3,98,-24.62%,"6,995","4,429","837,921",20201012,10
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,1,24,-22.58%,"3,840","9,940","2,050,543",20201012,10
日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",1,10,-67.74%,"1,400",529,"97,516",20201012,10
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,90,-8.16%,"9,460","4,519","847,381",20201019,10
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,2,151,10.22%,"7,850","10,620","2,272,771",20201019,10
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,1,40,66.67%,"5,920","9,980","2,056,463",20201019,10
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,80,-11.11%,"9,300","4,599","856,681",20201026,10
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,2,116,-23.18%,"6,000","10,736","2,278,771",20201026,10
泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,1,29,-27.50%,"4,340","10,009","2,060,803",20201026,10
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,70,-12.50%,"8,200","4,669","864,881",20201102,11
南韓,魔王的女兒,2020/07/24,水元素文化傳媒有限公司,M-LINE DISTRIBUTION,2,26,-77.59%,"1,355","10,762","2,280,126",20201102,11
英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,2,20,-71.43%,"2,520","4,689","867,401",20201109,11
美國,超危險駕駛,2020/07/29,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,59,"27,021",-38.43%,"6,555,007","70,910","17,169,272",20200803,8
南韓,鋼鐵雨：深潛行動,2020/07/29,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",92,"28,212",-23.40%,"6,461,817","65,041","14,869,271",20200803,8
日本,秒速五公分,2020/07/29,中藝國際影視股份有限公司,CoMix Wave Films Inc.,11,"1,242",-51.67%,"309,108","3,812","960,623",20200803,8
南韓,鋼鐵雨：深潛行動,2020/07/29,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",90,"12,538",-55.56%,"2,860,886","77,579","17,730,157",20200810,8
美國,超危險駕駛,2020/07/29,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,58,"8,574",-68.27%,"2,083,028","79,484","19,252,300",20200810,8
日本,秒速五公分,2020/07/29,中藝國際影視股份有限公司,CoMix Wave Films Inc.,11,355,-71.42%,"88,111","4,167","1,048,734",20200810,8
南韓,鋼鐵雨：深潛行動,2020/07/29,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",78,"5,243",-58.18%,"1,181,276","82,822","18,911,433",20200817,8
美國,超危險駕駛,2020/07/29,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,43,"2,476",-71.12%,"590,882","81,960","19,843,182",20200817,8
日本,秒速五公分,2020/07/29,中藝國際影視股份有限公司,CoMix Wave Films Inc.,6,80,-77.46%,"19,376","4,247","1,068,110",20200817,8
南韓,鋼鐵雨：深潛行動,2020/07/29,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",46,"1,380",-73.68%,"307,331","84,202","19,218,764",20200824,8
美國,超危險駕駛,2020/07/29,車庫娛樂股份有限公司,FREEWAY ENTERTAINMENT KFT.,24,609,-75.40%,"134,800","82,569","19,977,982",20200824,8
