國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,3,25,-79.84%,"5,225","13,866","3,219,657",20200803,8
日本,賭博默示錄：最終遊戲,2020/07/03,車庫娛樂股份有限公司,NIPPON TELEVISION NETWORK CORPORATION,2,12,-90.48%,"3,070","10,023","2,408,015",20200803,8
印尼,人皮咒,2020/07/03,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,8,-89.19%,"1,700","8,087","1,878,938",20200803,8
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",63,"14,138",-34.59%,"3,289,231","319,566","74,637,892",20200810,8
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,2,66,0.00%,"10,560","1,391","319,607",20200810,8
泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,11,-92.09%,"2,330","23,159","5,165,366",20200810,8
美國,戰爭中的鬼故事,2020/07/03,采昌國際多媒體股份有限公司,Atrium Productions Kft.,2,8,-92.08%,"1,740","45,167","10,601,654",20200810,8
智利,犬犬風塵,2020/07/03,繁盛映畫有限公司,CAT & Docs,1,5,-81.48%,"1,000","2,070","449,796",20200810,8
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,0,-100.00%,0,"13,866","3,219,657",20200810,8
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",55,"9,963",-29.55%,"2,315,283","329,533","76,954,235",20200817,8
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,4,401,507.58%,"32,395","1,792","352,002",20200817,8
英國,吾子吾弟,2020/07/03,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,32,0.00%,"22,600",166,"114,200",20200817,8
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,2,195,0.00%,"10,325","67,030","12,596,650",20200817,8
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,62,0.00%,"9,920","1,311","292,329",20200817,8
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",51,"7,300",-26.73%,"1,702,708","336,833","78,656,943",20200824,8
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,4,424,5.74%,"28,420","2,216","380,422",20200824,8
英國,吾子吾弟,2020/07/03,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,5,23,-28.13%,"15,220",189,"129,420",20200824,8
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,100,61.29%,"15,090","1,411","307,419",20200824,8
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,2,217,11.28%,"11,330","67,247","12,607,980",20200824,8
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,32,0.00%,"5,120","13,898","3,224,777",20200824,8
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",41,"1,930",-73.56%,"444,363","338,763","79,101,306",20200831,8
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,4,132,32.00%,"11,425","1,543","318,844",20200831,8
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,60,87.50%,"9,220","13,958","3,233,997",20200831,8
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,4,138,-67.45%,"9,020","2,354","389,442",20200831,8
泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,131,0.00%,"6,865","23,290","5,172,231",20200831,8
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,2,85,-60.83%,"4,520","67,332","12,612,500",20200831,8
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",22,"1,024",-25.47%,"235,449","341,161","79,653,688",20200914,9
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,308,413.33%,"21,925","14,326","3,265,342",20200914,9
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,3,190,39.71%,"12,560","1,869","339,684",20200914,9
泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,112,-18.84%,"10,600","23,540","5,193,226",20200914,9
英國,吾子吾弟,2020/07/03,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,11,"1,100.00%","7,960",200,"137,380",20200914,9
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,1,28,7.69%,"3,080","67,386","12,617,010",20200914,9
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,1,20,-74.36%,"1,100","2,452","394,772",20200914,9
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",19,475,-54.06%,"110,164","341,646","79,765,882",20200921,9
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,334,8.44%,"21,885","14,660","3,287,227",20200921,9
英國,吾子吾弟,2020/07/03,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,26,136.36%,"18,640",226,"156,020",20200921,9
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,3,151,-20.53%,"11,775","2,020","351,459",20200921,9
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,3,104,271.43%,"10,160","67,490","12,627,170",20200921,9
泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,49,-56.25%,"5,175","23,589","5,198,401",20200921,9
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",16,601,26.53%,"145,328","342,247","79,911,210",20200928,9
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,232,-30.54%,"15,805","14,892","3,303,032",20200928,9
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,2,105,0.96%,"9,850","67,595","12,637,020",20200928,9
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,50,-66.89%,"4,320","2,070","355,779",20200928,9
泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",1,10,-79.59%,"1,400","23,599","5,199,801",20200928,9
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",12,324,-46.09%,"79,034","342,571","79,990,244",20201005,10
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,3,77,-66.81%,"5,245","14,969","3,308,277",20201005,10
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,1,30,-71.43%,"2,640","67,625","12,639,660",20201005,10
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",10,153,-52.78%,"37,410","342,724","80,027,654",20201012,10
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,29,-62.34%,"3,090","14,998","3,311,367",20201012,10
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,23,0.00%,"2,530","2,093","358,309",20201012,10
英國,吾子吾弟,2020/07/03,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,56,0.00%,"40,720",282,"196,740",20201019,10
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",8,117,-23.53%,"28,591","342,841","80,056,245",20201019,10
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,2,38,65.22%,"4,180","2,131","362,489",20201019,10
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,34,17.24%,"3,940","15,032","3,315,307",20201019,10
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,1,8,0.00%,880,"2,460","395,652",20201019,10
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",7,48,-58.97%,"11,380","342,889","80,067,625",20201026,10
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,1,24,0.00%,"3,840","67,649","12,643,500",20201026,10
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,19,-50.00%,"2,090","2,150","364,579",20201026,10
香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,1,18,-47.06%,"2,080","15,050","3,317,387",20201026,10
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",7,138,187.50%,"33,839","343,027","80,101,464",20201102,11
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,1,35,45.83%,"5,360","67,684","12,648,860",20201102,11
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,2,20,0.00%,"2,200","2,480","397,852",20201102,11
美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,1,10,-47.37%,"1,100","2,160","365,679",20201102,11
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",7,321,132.61%,"76,787","343,348","80,178,251",20201109,11
中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,1,7,-80.00%,"1,050","67,691","12,649,910",20201109,11
法國,超能西蒙的奇幻旅程,2020/07/03,本萃電影有限公司,PULSAR CONTENT SAS,1,3,0.00%,330,"2,483","398,182",20201116,11
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",2,11,-96.57%,"2,645","343,359","80,180,896",20201116,11
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",1,4,-63.64%,840,"343,363","80,181,736",20201123,11
日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",5,694,0.00%,"46,925","344,057","80,228,661",20201228,12
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,28,366.67%,"18,680",34,"22,760",20200706,7
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,5,35,0.00%,"24,320",69,"47,080",20200720,7
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,49,40.00%,"34,240",118,"81,320",20200727,7
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,14,-71.43%,"9,880",132,"91,200",20200803,8
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,37,164.29%,"26,320",169,"117,520",20200810,8
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,7,-81.08%,"4,880",176,"122,400",20200817,8
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,30,328.57%,"22,080",206,"144,480",20200824,8
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,2,-93.33%,"1,600",208,"146,080",20200831,8
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,5,0.00%,"3,760",218,"153,360",20200914,9
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,6,20.00%,"4,440",224,"157,800",20200921,9
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,12,0.00%,"8,880",236,"166,680",20201005,10
英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,6,33,0.00%,"23,640",269,"190,320",20201019,10
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,91,810.00%,"64,280",101,"71,080",20200706,7
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,20,0.00%,"13,640",121,"84,720",20200720,7
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,47,135.00%,"32,520",168,"117,240",20200727,7
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,4,165,251.06%,"119,080",333,"236,320",20200803,8
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,130,-21.21%,"92,680",463,"329,000",20200810,8
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,2,43,-66.92%,"31,720",506,"360,720",20200817,8
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,115,167.44%,"84,440",621,"445,160",20200824,8
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,60,-47.83%,"43,440",681,"488,600",20200831,8
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,15,0.00%,"11,400",696,"500,000",20200914,9
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,42,180.00%,"31,000",738,"531,000",20200921,9
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,3,120,0.00%,"87,420",858,"618,420",20201005,10
英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,6,152,0.00%,"112,080","1,010","730,500",20201019,10
英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,57,"5,516",-30.16%,"1,281,384","13,414","3,111,341",20200713,7
英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,50,"1,920",-65.19%,"449,436","15,334","3,560,777",20200720,7
英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,13,407,-78.80%,"91,395","15,741","3,652,172",20200727,7
英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,5,75,-81.57%,"16,750","15,816","3,668,922",20200803,8
英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,1,9,-88.00%,"2,280","15,825","3,671,202",20200810,8
英國,祕密花園,2020/07/08,車庫娛樂股份有限公司,STUDIOCANAL,1,65,0.00%,"12,350","15,890","3,683,552",20200824,8
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,15,"3,823","2,448.67%","835,236","3,973","863,736",20200713,7
日本,假面病棟,2020/07/10,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Warner Bros. Japan LLC,43,"2,823",-3.91%,"656,090","5,761","1,344,279",20200713,7
美國,疤面教父,2020/07/10,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,61,"2,385",-39.95%,"543,373","6,357","1,461,194",20200713,7
德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,14,"2,005",26.10%,"435,930","3,595","787,197",20200713,7
日本,慾火烈愛,2020/07/10,中影股份有限公司,株式會社波麗佳音(PONY CANYON INC.),26,992,-2.75%,"208,625","2,012","430,877",20200713,7
英國,PJ 哈維：戰地拾音錄,2020/07/10,造次文化有限公司,Autlook Filmsalesv Gmbh,9,223,-3.46%,"48,570",454,"102,660",20200713,7
法國,女子漢又怎樣,2020/07/10,車庫娛樂股份有限公司,ELLE DRIVER,3,92,-10.68%,"21,935",195,"45,665",20200713,7
日本,謙虛的英雄,2020/07/10,車庫娛樂股份有限公司,"STUDIO PONOC, INC.",3,27,-32.50%,"6,250",67,"14,790",20200713,7
美國,噬血達琳,2020/07/10,暗光鳥有限公司,MPI MEDIA GROUP,3,17,-26.09%,"4,265",40,"9,405",20200713,7
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,16,"7,907",106.83%,"1,756,629","11,880","2,620,365",20200720,7
德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,12,"1,186",-40.85%,"258,530","4,781","1,045,727",20200720,7
日本,假面病棟,2020/07/10,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Warner Bros. Japan LLC,34,823,-70.85%,"191,692","6,584","1,535,971",20200720,7
美國,疤面教父,2020/07/10,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,52,553,-76.81%,"129,040","6,910","1,590,234",20200720,7
日本,慾火烈愛,2020/07/10,中影股份有限公司,株式會社波麗佳音(PONY CANYON INC.),13,318,-67.94%,"69,170","2,330","500,047",20200720,7
英國,PJ 哈維：戰地拾音錄,2020/07/10,造次文化有限公司,Autlook Filmsalesv Gmbh,9,126,-43.50%,"27,005",580,"129,665",20200720,7
日本,謙虛的英雄,2020/07/10,車庫娛樂股份有限公司,"STUDIO PONOC, INC.",2,13,-51.85%,"3,050",80,"17,840",20200720,7
法國,女子漢又怎樣,2020/07/10,車庫娛樂股份有限公司,ELLE DRIVER,2,10,-89.13%,"1,935",205,"47,600",20200720,7
美國,噬血達琳,2020/07/10,暗光鳥有限公司,MPI MEDIA GROUP,1,6,-64.71%,"1,400",46,"10,805",20200720,7
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,16,"6,878",-13.01%,"1,528,224","18,758","4,148,589",20200727,7
德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,6,872,-25.85%,"190,451","5,643","1,231,678",20200727,7
日本,慾火烈愛,2020/07/10,中影股份有限公司,株式會社波麗佳音(PONY CANYON INC.),4,116,-63.52%,"25,475","2,446","525,522",20200727,7
日本,假面病棟,2020/07/10,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Warner Bros. Japan LLC,4,94,-88.58%,"21,760","6,678","1,557,731",20200727,7
美國,疤面教父,2020/07/10,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,11,17,-96.93%,"4,330","6,928","1,594,874",20200727,7
英國,PJ 哈維：戰地拾音錄,2020/07/10,造次文化有限公司,Autlook Filmsalesv Gmbh,1,4,-96.83%,870,584,"130,535",20200727,7
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,15,"4,168",-39.40%,"940,149","22,926","5,088,738",20200803,8
德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,4,224,-74.31%,"50,175","5,867","1,281,853",20200803,8
日本,假面病棟,2020/07/10,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Warner Bros. Japan LLC,1,15,-84.04%,"2,980","6,693","1,560,711",20200803,8
日本,慾火烈愛,2020/07/10,中影股份有限公司,株式會社波麗佳音(PONY CANYON INC.),1,3,-97.41%,720,"2,449","526,242",20200803,8
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,16,"3,547",-14.90%,"826,056","26,473","5,914,794",20200810,8
德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,1,81,-63.84%,"18,540","5,948","1,300,393",20200810,8
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,13,"2,458",-30.70%,"547,908","28,931","6,462,702",20200817,8
德國,里斯本的故事,2020/07/10,香港商甲上娛樂有限公司台灣分公司,HANWAY FILMS LIMITED,1,31,-61.73%,"6,585","5,979","1,306,978",20200817,8
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,12,"1,675",-31.86%,"364,165","30,606","6,826,867",20200824,8
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,8,816,-51.28%,"176,176","31,422","7,003,043",20200831,8
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,126,-75.20%,"28,558","32,056","7,139,211",20200914,9
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,3,298,136.51%,"65,850","32,354","7,205,061",20200921,9
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,1,86,-71.14%,"18,970","32,440","7,224,031",20200928,9
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,1,12,-86.05%,"2,795","32,452","7,226,826",20201005,10
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,1,304,"2,433.33%","65,360","32,756","7,292,186",20201012,10
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,588,0.00%,"62,565","33,344","7,354,751",20201109,11
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,1,545,-7.31%,"27,250","33,889","7,382,001",20201116,11
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,478,-12.29%,"29,170","34,367","7,411,171",20201123,11
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,1,364,-23.85%,"18,200","34,731","7,429,371",20201130,11
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,380,4.40%,"23,050","35,111","7,452,421",20201207,12
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,410,7.89%,"28,740","35,521","7,481,161",20201214,12
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,4,386,-5.85%,"41,200","35,907","7,522,361",20201221,12
不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,93,-75.91%,"6,890","36,000","7,529,251",20201228,12
法國,綠光 經典數位修復,2020/07/11,天馬行空數位有限公司,LES FILMS DU LOSANGE,10,637,286.06%,"137,504",802,"173,194",20200713,7
法國,綠光 經典數位修復,2020/07/11,天馬行空數位有限公司,LES FILMS DU LOSANGE,10,751,17.90%,"158,145","1,553","331,339",20200720,7
法國,綠光 經典數位修復,2020/07/11,天馬行空數位有限公司,LES FILMS DU LOSANGE,7,387,-48.47%,"82,585","1,940","413,924",20200727,7
法國,綠光 經典數位修復,2020/07/11,天馬行空數位有限公司,LES FILMS DU LOSANGE,5,140,-63.82%,"29,375","2,080","443,299",20200803,8
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,96,"69,172",-7.99%,"16,022,044","144,347","33,448,168",20200720,7
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,96,"36,022",-47.92%,"8,316,098","180,364","41,763,196",20200727,7
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,92,"15,257",-57.65%,"3,525,782","195,621","45,288,978",20200803,8
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,87,"4,882",-68.00%,"1,123,139","200,503","46,412,117",20200810,8
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,55,"1,833",-62.45%,"421,731","202,336","46,833,848",20200817,8
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,18,236,-87.12%,"55,910","202,572","46,889,758",20200824,8
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,1,2,-99.15%,440,"202,574","46,890,198",20200831,8
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,4,380,0.00%,"24,540","202,954","46,914,738",20200921,9
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,8,824,116.84%,"66,595","203,778","46,981,333",20200928,9
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,7,621,-24.64%,"51,500","204,399","47,032,833",20201005,10
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,6,348,-43.96%,"27,485","204,747","47,060,318",20201012,10
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,4,139,-60.06%,"11,150","204,886","47,071,468",20201019,10
中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,2,28,-79.86%,"2,990","204,914","47,074,458",20201026,10
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,61,"457,166",-19.13%,"113,349,275","1,022,441","254,292,911",20200720,7
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,61,"215,664",-52.83%,"53,474,857","1,238,131","307,763,838",20200727,7
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,61,"97,017",-55.01%,"24,213,250","1,335,148","331,977,088",20200803,8
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,57,"53,476",-44.88%,"13,178,257","1,388,624","345,155,345",20200810,8
南韓,屍速列車：感染半島,2020/07/15,車庫娛樂股份有限公司,CONTENTS PANDA,54,"29,456",-44.92%,"7,198,495","1,418,080","352,353,840",20200817,8
